,iris,diaphragm,tutoring,grades
0,0.279664809259,0.383258274708,0.304020902297,0.340589191305
1,0.234915695445,0.361170129361,0.269154212552,0.344680433983
2,0.28329930332,0.428290029031,0.288674518832,0.316806894277
3,0.217821272845,0.331482775131,0.31617021212,0.368561608009
4,0.265972036558,0.391084099762,0.312631812888,0.372469540375
5,0.273341794885,0.406487655076,0.314586277213,0.329052340262
6,0.253266913808,0.355976331956,0.317034190466,0.313642346727
7,0.259456320526,0.381961199132,0.295684987796,0.383425593777
8,0.260271401311,0.372157644854,0.334308394462,0.342954706854
9,0.261856978641,0.384184586899,0.285627068606,0.316291130524
10,0.25024772278,0.351392791899,0.287065380298,0.370346862016
11,0.270545093181,0.386396470418,0.281295787991,0.340081688223
12,0.289211664023,0.402273863979,0.293436854029,0.360573633555
13,0.246765680042,0.367997848936,0.290564750909,0.34074555854
14,0.274285505927,0.382000116559,0.313140095723,0.364795927781
15,0.257937586537,0.416110852406,0.282488439404,0.349867700572
16,0.261825770092,0.387172688737,0.287593536588,0.361670296128
17,0.266172091288,0.39316218447,0.335828595575,0.347971535725
18,0.261902217679,0.396062976483,0.283484576649,0.307571392002
19,0.274038970954,0.369022708611,0.27618387662,0.359545961158
20,0.25331760926,0.376370040644,0.305308286377,0.349352316873
21,0.267310930568,0.389770275506,0.290210820937,0.356480015509
22,0.27067459087,0.399642659949,0.300942981378,0.32846765855
23,0.279081539012,0.391082930049,0.301566372179,0.359139257553
24,0.24828585932,0.398070050274,0.293146922422,0.340326822956
25,0.236287660259,0.372403559583,0.264466437062,0.34664858367
26,0.228338910131,0.399673693457,0.345230785171,0.301741018357
27,0.265736620743,0.395510544727,0.277968867954,0.342969377662
28,0.270769154295,0.364470541144,0.332892291804,0.331699878719
29,0.266483312229,0.412658696064,0.335740825861,0.372059705626
30,0.25328544761,0.403269712938,0.309344600023,0.344813447249
31,0.25570095376,0.378636421323,0.285159469563,0.32855983462
32,0.226168373678,0.331349343084,0.288655755104,0.374607970486
33,0.251922809433,0.369584053641,0.286066106811,0.362217500768
