,person,particular,expand,irritates
0,0.464662921838,0.127096505836,0.317238601723,0.417554335914
1,0.458967850203,0.14882947413,0.30544779882,0.448553510461
2,0.494200958026,0.137500625297,0.337444778504,0.437897097161
3,0.458241025554,0.148748641851,0.324098104487,0.42555706604
4,0.451511917825,0.11062264602,0.339500225332,0.427660333076
5,0.453336584745,0.163534408125,0.312498008184,0.434279746652
6,0.484703380511,0.128963894875,0.311048889971,0.447241012264
7,0.44672941294,0.133745842492,0.339220447998,0.42227872382
8,0.467555001583,0.12921541055,0.310805064189,0.423357475351
9,0.477542973404,0.144013285579,0.317553353347,0.47213584063
10,0.479404788213,0.150326902089,0.332017835576,0.428365680611
11,0.471288229777,0.142687671638,0.351504872302,0.451906482571
12,0.473905808932,0.141132749911,0.264411394524,0.362059040731
13,0.437711250127,0.127183348833,0.317521527896,0.416751640708
14,0.467598353802,0.155347448732,0.325758204363,0.370255203866
15,0.458054080931,0.125470650435,0.303572775348,0.426914275772
16,0.441122163388,0.1232592138,0.311199582265,0.491246753832
17,0.502457441784,0.152772804927,0.301694929311,0.39801580908
18,0.453659011396,0.128209373445,0.33870872205,0.432659046194
19,0.432919315425,0.149127027346,0.32558086897,0.463407167684
20,0.475148640338,0.161254591913,0.344305546599,0.417983983461
21,0.468168473451,0.113527304143,0.273035808744,0.429272086428
22,0.49780506005,0.139555118542,0.323687144588,0.423721110229
23,0.476487646061,0.125238251848,0.334920069006,0.470175696241
24,0.459252966648,0.133204297142,0.297947049583,0.413798010358
25,0.472435315487,0.172941747858,0.290481462397,0.370997007427
26,0.475566073968,0.133275188081,0.290155693148,0.42730072442
27,0.467601245969,0.126897696097,0.317046153375,0.398311846751
28,0.472970106027,0.141567540115,0.267437999576,0.428734301551
29,0.464658104691,0.144502315034,0.357590778927,0.43514859659
30,0.485088273504,0.135745128209,0.298653071952,0.442235901076
31,0.464511844977,0.141360887829,0.298676829682,0.381902498543
32,0.4926021941,0.101038427732,0.325540786926,0.436374958533
33,0.459726540903,0.14036147603,0.284130940464,0.409833010925
34,0.448540192112,0.141001191199,0.296384636453,0.385467306794
35,0.500334422723,0.110870381033,0.288291959954,0.475353934021
36,0.469842608158,0.142008779443,0.316921024756,0.44168664249
37,0.465807173658,0.144938786013,0.33109252525,0.40434081445
38,0.470552806931,0.129452709711,0.307915361541,0.459683604515
39,0.466576143785,0.150363088388,0.335577644283,0.479830270449
40,0.508746251577,0.108492515161,0.321464188424,0.480584767933
41,0.471504404343,0.144513859054,0.321948926231,0.457303989264
42,0.455794555936,0.14237874813,0.312621692832,0.412297594754
43,0.446971889918,0.146607877465,0.351999563253,0.393251940095
44,0.443904794343,0.130918989711,0.32633451366,0.439033725956
45,0.436201618506,0.141148181437,0.305780022679,0.408894728873
46,0.483751540808,0.139984184506,0.328318902497,0.431068290677
47,0.487300127824,0.14783409256,0.282755385215,0.404272673562
48,0.473000140888,0.11217255655,0.315017969699,0.424945850092
49,0.433793265563,0.168086289935,0.340843780733,0.420987555807
50,0.481584136134,0.131033058055,0.281236184853,0.39004235828
51,0.477271407271,0.15281154034,0.322693157231,0.436230449643
52,0.481572727141,0.136525160339,0.276973430681,0.396212177661
53,0.433965478009,0.106528638076,0.312838095069,0.405543019907
54,0.438056651225,0.142486995147,0.307581472818,0.452980635542
55,0.472133881628,0.159728614997,0.248691948918,0.397940377785
56,0.477405998837,0.147797588844,0.318791793537,0.436830426389
57,0.501115072867,0.168967381911,0.319022106033,0.416141796779
58,0.474872160241,0.133966375917,0.313624503481,0.444750626713
59,0.444153624007,0.12656629632,0.300253709886,0.438140489057
60,0.480044781633,0.18064309325,0.321782408758,0.42998581086
61,0.459530302661,0.164052129295,0.340539177299,0.447655809178
62,0.476762801312,0.160981985384,0.302893698275,0.359665610468
63,0.448777553092,0.146993480376,0.329679611382,0.433250827555
64,0.443717492688,0.127846519391,0.350635400565,0.454235330909
65,0.494306396549,0.155023800914,0.282851540527,0.443268347395
66,0.495945537187,0.118561553144,0.306773590683,0.446039950211
67,0.462718121011,0.149512483065,0.294367880743,0.377866871922
68,0.414639102066,0.1594057462,0.315111053975,0.385620273382
69,0.449508038234,0.122657936084,0.3892884093,0.429741681411
